,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
490,02141,13126,31.7,64326,39241,2338,17.81197623038245
491,02142,2838,29.3,100114,67525,519,18.287526427061312
492,02143,26056,31.9,68440,36705,3536,13.570770647835431
493,02144,23854,30.7,78380,40831,3435,14.400100612056677
494,02145,24659,33,55487,29355,4031,16.346972707733485
495,02148,59819,35.7,53798,26648,9528,15.928049616342633
496,02149,42076,35.7,49368,23401,5532,13.147637608137655
497,02150,36222,31,47291,20617,8468,23.3780575340953
498,02151,52534,37.9,51863,26092,8058,15.338637834545247
499,02152,17763,43.4,64548,37720,1629,9.170748184428305
500,02155,58832,35,73567,34309,5305,9.017201522980692
501,02163,2100,25.7,43989,22511,296,14.095238095238095
502,02169,55064,38.1,58669,32613,5805,10.542278076420166
503,02170,19796,39.3,66917,31165,2080,10.507173166296221
504,02171,17735,39.2,64812,36933,1741,9.816746546377221
505,02176,27239,41.3,85704,42361,1110,4.075039465472301
506,02180,21498,44.6,76127,38561,927,4.312029025955903
507,02184,36051,40.7,81844,36351,1805,5.006795927990901
508,02186,27094,38.5,111071,46166,1243,4.587731601092493
509,02188,14655,41.8,68366,35954,1131,7.717502558853633
510,02189,14609,42.5,60059,31185,1731,11.848860291601067
511,02190,16733,41.2,77329,37124,728,4.350684276579215
512,02191,8369,46,65365,34652,486,5.807145417612618
513,02199,1273,46.8,109716,141896,65,5.106048703849175
514,02203,0,,,,0,
515,02210,1894,37,110333,94308,74,3.907074973600845
516,02215,24213,21.6,35659,20651,4681,19.332589931028785
517,02301,58982,35.5,44144,21477,11542,19.568681970770744
518,02302,34929,35.7,61060,22728,5017,14.363422943685762
519,02322,4400,45.3,73194,33005,50,1.1363636363636365
520,02324,26573,36.2,87015,32991,1523,5.731381477439506
521,02330,11493,43.3,72161,30918,718,6.247280953623945
522,02332,15126,45.5,118272,54596,431,2.8493983868835118
523,02333,13894,42.9,85912,35360,456,3.2819922268605155
524,02338,7546,44.4,67760,33177,330,4.373177842565598
525,02339,14027,40.7,99250,41219,493,3.5146503172453127
526,02341,10250,41.3,92560,33337,322,3.1414634146341465
527,02343,10667,44.9,62292,33682,811,7.602887409768445
528,02346,23247,41.2,77607,31719,1781,7.661203596162946
529,02347,10798,43,87900,35711,586,5.426930913132061
530,02351,16009,38.7,78395,34567,551,3.4418139796364544
531,02356,12625,38.8,100429,40982,245,1.9405940594059405
532,02357,959,19.9,,5055,20,2.0855057351407718
533,02359,17916,40.4,86887,36916,686,3.8289796829649476
534,02360,56816,42.7,76565,35456,3668,6.455927907631653
535,02364,12673,42.8,82661,37330,601,4.742365659275626
536,02366,149,35,,2396,0,0.0
537,02367,2834,44.9,93563,38629,111,3.9167254763585038
538,02368,32952,40.6,62152,28092,3517,10.67310026705511
539,02370,17546,40.3,66329,30051,984,5.608115809871196
540,02375,9833,40.3,86689,38628,405,4.11878368758263
541,02379,6928,42.4,80347,32725,262,3.7817551963048497
542,02382,14567,39.1,72462,32541,1127,7.736665064872658
543,02420,14073,46.8,147924,69777,519,3.687913024941377
544,02421,17813,44.8,136250,70103,709,3.980239151181721
545,02445,20844,35.5,102087,68108,2177,10.44425254269814
546,02446,28924,33.5,78814,60512,4177,14.441294426773613
547,02451,17299,39.5,81334,45644,1122,6.4859240418521305
548,02452,15025,30.2,78349,31988,1086,7.227953410981697
549,02453,28997,32.1,67382,34152,3271,11.280477290754217
550,02457,1343,20.4,,5860,0,0.0
551,02458,11602,40.6,95216,59071,759,6.541975521461817
552,02459,18339,43.3,133801,71128,791,4.313212279840776
553,02460,9046,41.2,102276,61686,596,6.588547424275923
554,02461,6808,43.4,122283,61088,482,7.079905992949471
555,02462,1412,53.4,83438,74279,57,4.036827195467422
556,02464,2947,39.3,81771,51744,294,9.97624703087886
557,02465,11673,43.1,139763,75857,492,4.214854793112311
558,02466,9105,34.7,105893,47551,321,3.525535420098847
559,02467,23092,23.4,115493,55288,928,4.018707777585311
560,02468,5267,50.4,201731,86528,106,2.0125308524776915
561,02472,32622,38.4,87775,44700,1963,6.017411562749065
562,02474,26646,40.2,87225,48199,1177,4.417173309314719
563,02476,16662,43.7,95305,51709,489,2.934821750090025
564,02478,24864,40.4,110633,56884,1380,5.55019305019305
565,02481,16215,37.1,180607,83035,443,2.7320382362010482
566,02482,10946,41.4,135089,63889,290,2.6493696327425544
567,02492,20131,42.9,137839,66190,620,3.0798271322835427
568,02493,11538,44.2,192563,105217,258,2.236089443577743
569,02494,9109,43.4,104543,56326,358,3.9301789439016357
570,02532,11455,44.3,59250,33808,1474,12.867743343518114
571,02534,1247,53.3,96053,36703,56,4.490777866880514
572,02535,1283,45.1,67500,42716,119,9.275136399064692
573,02536,19470,48.3,61063,33741,1319,6.774524910118131
574,02537,6288,42.6,79180,32964,401,6.377226463104326
575,02538,3245,35.6,48402,24790,483,14.884437596302003
576,02539,4135,49.5,66711,38588,302,7.3035066505441355
577,02540,8554,56.5,59858,49489,704,8.23006780453589
578,02542,1155,22.9,45107,16979,33,2.857142857142857
579,02543,736,49.7,66250,50348,63,8.559782608695652
580,02553,210,29.3,53125,33253,0,0.0
581,02554,9843,39.9,85835,47658,1015,10.311896779437163
582,02556,2852,59.2,77661,46442,248,8.695652173913043
583,02557,4563,44.7,69844,30190,350,7.670392285776901
584,02558,1489,49,49121,31100,235,15.782404298186702
585,02559,4056,53.6,59489,36281,409,10.083826429980276
586,02561,468,52.6,73750,32293,154,32.9059829059829
587,02562,3371,45.9,62778,33670,400,11.865915158706615
588,02563,9616,47.5,79578,38405,457,4.752495840266223
589,02564,381,41.5,59412,38888,33,8.661417322834646
590,02568,3995,41.4,48935,30955,642,16.07008760951189
591,02571,10497,46.7,56250,30679,1175,11.193674383157093
592,02575,2628,44.4,70963,30136,254,9.665144596651446
593,02576,4888,41.8,79760,30900,139,2.8436988543371524
594,02584,0,,,,0,
595,02601,13552,42.3,39454,24219,3134,23.12573789846517
596,02630,2113,56.4,61250,36804,542,25.650733554188356
597,02631,9610,52.1,61397,35158,674,7.0135275754422475
598,02632,11543,50.1,67422,33787,626,5.423200207918219
599,02633,3868,56.3,66516,46448,349,9.022750775594622
600,02635,3355,50.5,78583,43999,65,1.9374068554396424
601,02637,84,47.6,,26569,0,0.0
602,02638,3355,59.3,58750,37471,284,8.464977645305515
603,02639,3138,45.8,46510,27757,840,26.76864244741874
604,02641,355,66.5,128576,55869,11,3.0985915492957745
605,02642,4919,56.7,58056,36116,333,6.769668631835739
606,02643,17,,,,0,0.0
607,02644,4469,34.9,90540,28462,140,3.132691877377489
608,02645,9487,48.8,62835,30999,879,9.26531042479182
609,02646,1946,60.5,66771,43275,62,3.1860226104830422
610,02647,129,66.1,146705,58517,0,0.0
611,02648,6898,48.1,68260,41204,382,5.537837054218614
612,02649,14000,49.1,63657,34717,998,7.128571428571429
613,02650,1222,60.9,66932,48467,82,6.710310965630114
614,02651,26,,,,0,0.0
615,02652,1133,52.9,52639,37742,85,7.502206531332745
616,02653,5982,62.2,59938,42209,199,3.326646606486125
617,02655,3943,54.9,72546,56395,248,6.289627187420746
618,02657,2964,53.3,41140,45204,363,12.246963562753036
619,02659,837,59.4,51033,34619,33,3.942652329749104
620,02660,6018,52.2,49024,30437,918,15.254237288135593
621,02663,121,34.9,21912,24332,0,0.0
622,02664,9487,53.2,47873,31253,1049,11.057236217982503
623,02666,598,61.5,61477,42750,104,17.391304347826086
624,02667,2891,61.6,51908,39902,381,13.178830854375649
625,02668,2755,47.5,80296,42993,141,5.117967332123412
626,02669,211,66,100109,41827,0,0.0
627,02670,1302,61.3,49871,38015,326,25.038402457757297
628,02671,844,57.8,45769,52292,43,5.0947867298578196
629,02672,150,57.3,205324,46733,0,0.0
630,02673,8407,47,55204,32671,563,6.696800285476389
631,02675,6254,60.3,61365,41238,366,5.852254557083467
632,02702,4567,39.9,89833,31246,320,7.006787825706152
633,02703,43677,39.4,67039,30978,3871,8.862788195159924
634,02713,114,60.8,38333,26096,6,5.2631578947368425
635,02715,3195,39.4,86823,31251,189,5.915492957746479
636,02717,4356,42.8,81150,32987,155,3.558310376492195
637,02718,6774,40.5,80211,29144,351,5.181576616474756
638,02719,15952,45.9,60326,30381,1620,10.155466399197593
639,02720,30811,40.2,41910,25090,5204,16.890071727629742
640,02721,26141,36.3,30180,19321,7053,26.98060517960292
641,02723,14298,37.3,28120,18980,3947,27.60525947684991
642,02724,16769,40.4,27390,18827,4193,25.004472538612916
643,02725,2717,50.3,67396,27714,155,5.704821494295179
644,02726,15524,43.6,74141,32263,1039,6.6928626642617886
645,02738,4915,48.4,80456,45269,176,3.5808748728382502
646,02739,6086,44.8,78864,35941,183,3.006901084456129
647,02740,43308,37.4,34259,20649,10617,24.515101136048767
648,02743,10321,42.7,66276,31463,383,3.710880728611569
649,02744,11722,36.6,31216,18190,3109,26.52277768298925
650,02745,24830,39.7,47536,26093,2603,10.483286347160693
651,02746,14835,32,25623,15948,5489,37.000337040781936
652,02747,22092,36.8,71073,25441,1006,4.553684591707405
653,02748,12591,47.7,64077,37929,780,6.19490111984751
654,02760,27081,38.2,78087,34793,1178,4.3499132232930835
655,02762,8429,40.2,77109,39346,465,5.516668643967256
656,02763,1638,40.7,125769,39837,42,2.5641025641025643
657,02764,3926,43.2,79615,37724,108,2.7508914926133468
658,02766,19209,39.5,81069,32414,877,4.565568223228695
659,02767,13450,40.9,80761,34853,890,6.617100371747212
660,02769,11664,43.3,82500,36959,391,3.3521947873799727
661,02770,5275,44.5,88636,37301,270,5.118483412322274
662,02771,13932,43.6,70966,34580,615,4.414298018949181
663,02777,15943,45.3,71179,33070,1092,6.849400991030547
664,02779,6452,40.1,90741,33189,383,5.936143831370118
665,02780,49151,40.7,49732,26055,6740,13.712844092693944
666,02790,16154,46.2,78750,35011,523,3.2375882134455862
667,02791,80,65.2,71042,58534,0,0.0
668,02802,919,37.2,48456,42134,0,0.0
669,02804,2587,47.1,71772,33192,85,3.285659064553537
670,02806,16298,44.8,103696,54414,240,1.4725733218799852
671,02807,836,54.8,90491,52486,84,10.047846889952153
672,02808,2202,36,73382,30863,231,10.490463215258856
673,02809,22531,42.3,62358,31526,1710,7.589543295903422
674,02812,1969,36.9,110233,35637,9,0.4570848146267141
675,02813,7821,44.9,69349,34602,770,9.845288326300984
676,02814,7477,44.5,82127,32640,253,3.3837100441353485
677,02815,200,40.2,125000,47267,0,0.0
678,02816,32800,43,64581,29936,2710,8.262195121951219
679,02817,6102,41.3,78438,36160,386,6.325794821370042
680,02818,18241,45.3,85429,54361,853,4.676278712789869
681,02822,6460,44.2,82189,36185,600,9.287925696594428
682,02825,5305,47.4,81923,36152,232,4.3732327992459945
683,02826,637,48.3,33203,20529,56,8.791208791208792
684,02827,2067,47.7,93750,35893,198,9.57910014513788
685,02828,7403,48.2,75408,38147,312,4.214507632041064
686,02830,6356,43.7,66658,34376,305,4.798615481434864
687,02831,3129,44.5,82207,33365,192,6.13614573346117
688,02832,5263,43.9,57318,29245,221,4.199125973779213
689,02833,513,59.7,64554,44846,26,5.0682261208577
690,02835,5423,49.8,90484,54915,372,6.859671768393878
691,02836,103,30.8,68500,35931,0,0.0
692,02837,3490,51.4,85852,49693,269,7.707736389684814
693,02838,3615,37.9,47323,25803,429,11.867219917012449
694,02839,1617,42.1,73750,31063,149,9.214594928880643
695,02840,23306,38.7,60751,38498,2334,10.014588517978202
696,02841,1066,26.1,,34581,0,0.0
697,02842,16116,41.8,69495,34094,1521,9.43782576321668
698,02852,22567,42.8,77049,39199,1727,7.652767315106129
699,02857,8919,45.6,76775,36536,512,5.7405538737526625
700,02858,605,46.6,92500,56813,0,0.0
701,02859,6932,43.4,58828,28461,675,9.737449509521062
702,02860,43862,34.9,32614,19486,11121,25.354520997674523
703,02861,27431,39.9,54184,25198,2478,9.033575152200065
704,02863,19387,29.4,27993,14074,5843,30.1387527724764
705,02864,33429,42.8,72416,35306,1807,5.4054862544497295
706,02865,16881,43,78429,40867,686,4.063740299745276
707,02871,17155,46,74494,44918,1331,7.758670941416496
708,02872,184,52.9,,35756,0,0.0
709,02873,181,38.4,72273,45086,20,11.049723756906078
710,02874,6077,39,109375,44544,292,4.805002468323186
711,02875,428,47,80438,40517,47,10.981308411214954
712,02876,237,61.1,58438,41172,0,0.0
713,02878,15805,46.9,73085,37587,768,4.859221765264157
714,02879,20675,46.3,75692,42125,1070,5.175332527206772
715,02881,7681,19.8,80844,17818,473,6.158052336935295
716,02882,13966,42.2,64852,41702,2460,17.614205928683948
717,02885,10597,42.4,54295,30687,1011,9.540435972445032
718,02886,28758,46,61682,35112,2132,7.413589262118367
719,02888,19551,43.6,57659,31704,1321,6.756687637461
720,02889,28571,42,64006,30696,2249,7.871618074271114
721,02891,21248,44.8,60394,34266,2294,10.796310240963855
722,02892,4256,48.4,66033,40897,144,3.3834586466165413
723,02893,29416,38.9,51397,27891,4379,14.88645635028556
724,02894,563,43.1,83417,36384,48,8.52575488454707
725,02895,41113,36.5,36058,21088,10382,25.25235327025515
726,02896,11782,48,77658,36485,555,4.710575454082499
727,02898,1231,47.6,92708,33828,110,8.935824532900082
728,02903,10613,27.3,26173,26146,2768,26.081221143880146
729,02904,28793,40.2,41649,25191,5516,19.157434098565624
730,02905,25285,30.3,41332,21109,7303,28.88273680047459
731,02906,28920,29.9,65531,45404,4124,14.26002766251729
732,02907,27448,29.5,28819,13987,8536,31.098805013115708
733,02908,36842,29,42640,20203,8174,22.186634818956627
734,02909,43752,29,32036,15386,13976,31.94368257451088
735,02910,20135,39,55893,27052,2248,11.16463868885026
736,02911,15811,40.8,51288,27389,1769,11.188413130099297
737,02912,1850,19.9,,4599,0,0.0
738,02914,21978,39.8,40642,22148,3370,15.333515333515333
739,02915,16381,45.7,51928,30710,1249,7.624687137537391
740,02916,8700,42.9,63480,35834,459,5.275862068965517
741,02917,14051,34.6,72983,29501,363,2.583446018077005
742,02919,28910,44.6,56377,30008,2743,9.48806641300588
743,02920,38679,42.8,53675,25788,3871,10.008014684971172
744,02921,12207,41.3,98458,40551,293,2.4002621446710903
745,03031,11283,44.4,110809,48600,323,2.862713817247186
746,03032,5027,41.9,98125,38501,175,3.481201511836085
747,03033,5023,41.9,105255,39540,108,2.1501094963169423
748,03034,3961,45,93359,36573,174,4.392830093410755
749,03036,4789,43,105104,39816,277,5.784088536228857
750,03037,4248,42.4,89186,36186,145,3.413370998116761
751,03038,33417,39.2,64642,30354,2400,7.181973247149655
752,03042,6460,40.9,74609,32453,282,4.365325077399381
753,03043,1547,47.5,83393,37480,76,4.912734324499031
754,03044,4290,43.1,82375,36421,108,2.5174825174825175
755,03045,13742,42.6,69387,33628,516,3.7549119487701934
756,03046,2774,43.2,99464,42354,209,7.534246575342466
757,03047,1496,43.7,68750,31066,93,6.216577540106952
758,03048,3513,43.6,62321,28864,389,11.07315684600057
759,03049,7700,46.4,113125,51368,111,1.4415584415584415
760,03051,24541,40.7,88600,36109,1102,4.490444562161281
761,03052,8299,38.4,103182,35674,194,2.3376310398843234
762,03053,24013,39.9,92053,38683,667,2.777662099695998
763,03054,25538,42.8,88555,38711,1055,4.131098754796773
764,03055,15067,40,64162,31909,1007,6.683480453972257
765,03057,2534,43.7,92396,37197,187,7.379636937647987
766,03060,28959,35.3,44646,24748,5834,20.14572326392486
767,03062,27338,41.5,82826,37959,902,3.2994366815421756
768,03063,15936,36.6,78191,37852,736,4.618473895582329
769,03064,14533,40.6,64026,34045,1693,11.649349755728343
770,03070,5291,40.8,99474,43563,141,2.664902664902665
771,03071,5112,37.5,81088,33886,242,4.7339593114241
772,03076,12960,40.7,91301,37663,599,4.621913580246914
773,03077,10218,39.5,61488,27774,666,6.517909571344686
774,03079,28820,42.8,76497,36598,1301,4.514226231783484
775,03082,1515,44.3,82361,35671,81,5.346534653465347
776,03084,1605,44.5,55000,26644,135,8.411214953271028
777,03086,3812,43.7,74750,37125,282,7.397691500524659
778,03087,13777,41.9,113170,48701,464,3.367932060680845
779,03101,2940,36,27143,34163,747,25.408163265306122
780,03102,31806,34.3,50049,25866,4549,14.302332893164811
781,03103,36432,35.2,49518,23041,6138,16.847826086956523
782,03104,33145,37.6,60468,32130,3660,11.042389500678835
783,03106,13470,40.3,81640,34478,324,2.4053452115812917
784,03109,9711,40.8,79229,34852,307,3.161363402327258
785,03110,21339,42.7,122517,53755,792,3.7115141290594686
786,03215,240,56.3,73472,42163,10,4.166666666666667
787,03216,2138,47.1,71466,30157,184,8.606173994387278
788,03217,1796,39.5,39390,22083,329,18.318485523385302
789,03218,893,37.7,102917,31388,44,4.927211646136618
790,03220,7337,40.1,61174,24796,534,7.278179092272046
791,03221,2014,46.5,62872,31153,82,4.07149950347567
792,03222,5684,45.3,50453,26465,532,9.35960591133005
793,03223,3384,44.3,50968,34424,145,4.284869976359338
794,03224,2290,48,86838,39908,85,3.7117903930131004
795,03225,3700,41.8,62201,30081,101,2.72972972972973
796,03226,994,51.3,69861,38513,73,7.344064386317908
797,03227,1039,48.6,54444,28846,51,4.908565928777671
798,03229,5594,45.4,81250,41471,171,3.0568466213800503
799,03230,1371,42.5,51094,23883,158,11.524434719183079
800,03231,313,55,68553,32447,48,15.335463258785943
801,03233,96,52.7,105341,25359,11,11.458333333333334
802,03234,4596,45.8,73723,33447,155,3.372497824194952
803,03235,8596,40.5,41828,21290,1745,20.300139599813868
804,03237,2155,50.6,67969,32932,185,8.584686774941995
805,03238,89,28.9,49125,17911,0,0.0
806,03240,1318,46.6,46490,24265,189,14.339908952959028
807,03241,838,49.4,55833,26510,155,18.4964200477327
808,03242,4815,29.3,64913,26622,255,5.29595015576324
809,03243,1200,46.8,56667,25116,51,4.25
810,03244,7988,39.1,55683,27653,938,11.742613920881322
811,03245,1674,52,62679,40889,94,5.615292712066906
812,03246,16001,45.4,47757,28373,2346,14.661583651021811
813,03249,7136,49.4,63527,37616,528,7.3991031390134525
814,03251,1264,45.4,34792,21380,304,24.050632911392405
815,03253,6284,47,57067,36587,755,12.014640356460854
816,03254,4065,54.6,72110,55428,147,3.6162361623616235
817,03255,1968,48.1,70455,34021,129,6.554878048780488
818,03256,2288,42.9,72872,26736,243,10.62062937062937
819,03257,4584,51.3,72159,35753,226,4.930191972076789
820,03258,2519,43.7,75326,33497,137,5.438666137356094
821,03259,303,55.8,59167,37583,6,1.9801980198019802
822,03260,805,47.4,73229,32554,49,6.086956521739131
823,03261,4253,44.2,68398,35153,305,7.171408417587585
824,03262,1111,45,49583,29282,42,3.7803780378037803
825,03263,4101,39.6,61326,24752,810,19.751280175566936
826,03264,7469,23.7,42599,20284,1212,16.22707189717499
827,03266,2234,47.2,47130,29324,385,17.233661593554164
828,03268,1295,45.6,67100,28928,64,4.942084942084942
829,03269,2966,48.3,65000,32494,45,1.517194875252866
830,03273,279,54.8,63333,31386,13,4.659498207885305
831,03275,11447,38.6,60470,29040,895,7.818642439067005
832,03276,8394,41.9,58449,25690,1106,13.176078151060281
833,03278,2991,44.7,70385,33808,192,6.41925777331996
834,03279,650,47.3,39261,23784,115,17.692307692307693
835,03280,1074,51.4,54500,29190,126,11.731843575418994
836,03281,8828,37.3,86674,33744,171,1.9370185772541912
837,03282,900,49.3,44837,22299,134,14.88888888888889
